name	chrom	strand	txStart	txEnd
ENSG00000049656	5	-	1317859	1345214
ENSG00000049759	18	+	55711610	56063937
ENSG00000049768	X	-	49106897	49121288
ENSG00000049769	X	+	49126317	49144557
ENSG00000049860	5	+	73980969	74017113
ENSG00000049883	5	+	71616194	71655122
ENSG00000050030	X	-	73952684	74145282
ENSG00000050130	14	+	59951161	59971429
ENSG00000050165	11	-	11984653	12030629
ENSG00000050327	7	+	144052433	144077725
ENSG00000050344	7	+	26191860	26226745
ENSG00000050393	6	-	13786789	13814800
ENSG00000050405	12	-	50569571	50677289
ENSG00000050426	12	+	51442121	51454196
ENSG00000050438	12	+	51818555	51902118
ENSG00000050555	9	+	133884469	133968446
ENSG00000050628	1	-	71418115	71513471
ENSG00000050730	4	-	122053438	122148621
ENSG00000050748	5	-	179660143	179719099
ENSG00000050767	5	-	177664619	178017556
ENSG00000050820	16	-	75263057	75299905
ENSG00000051009	11	-	6232575	6255941
ENSG00000051108	16	+	56965960	56977793
ENSG00000051128	19	-	19040012	19050444
ENSG00000051180	15	+	40987372	41023791
ENSG00000051341	3	-	121150278	121264853
ENSG00000051382	3	-	138372860	138553594
ENSG00000051523	16	-	88709691	88717560
ENSG00000051596	5	-	175386530	175395302
ENSG00000051620	6	+	138725356	138743334
ENSG00000051825	12	-	123640948	123706441
ENSG00000052126	12	+	19282702	19529334
ENSG00000052344	16	-	31142756	31147083
ENSG00000052723	1	-	115312100	115323306
ENSG00000052749	10	-	99116458	99161100
ENSG00000052795	4	+	159690290	159829201
ENSG00000052802	4	+	166248775	166264312
ENSG00000052841	11	+	43380491	43516483
ENSG00000052850	11	-	44281994	44331716
ENSG00000053108	5	-	132532147	132948255
ENSG00000053254	14	-	89622516	90085474
ENSG00000053328	6	-	110567131	110679475
ENSG00000053371	1	-	19630459	19638640
ENSG00000053372	1	+	19578033	19586622
ENSG00000053438	20	+	36149617	36152092
ENSG00000053501	19	+	17326168	17330638
ENSG00000053524	3	-	182895831	183146063
ENSG00000053702	12	-	2934514	2944190
ENSG00000053747	18	+	21269407	21535030
ENSG00000053770	14	+	57735627	57756797
ENSG00000053900	4	+	25378835	25420120
ENSG00000053918	11	+	2466221	2870339
ENSG00000054116	1	-	36602173	36615070
ENSG00000054118	1	+	36690017	36770958
ENSG00000054148	9	+	139743546	139745474
ENSG00000054179	9	-	139942550	139948497
ENSG00000054219	2	-	160628362	160761193
ENSG00000054267	1	-	235330210	235491532
ENSG00000054277	1	-	241756426	241803663
ENSG00000054282	1	+	243419358	243663394
ENSG00000054356	2	-	220154345	220174295
ENSG00000054392	1	+	210502250	210849638
ENSG00000054523	1	+	10270863	10437995
ENSG00000054598	6	+	1610681	1614127
ENSG00000054611	22	+	47158518	47571336
ENSG00000054654	14	+	64319683	64693165
ENSG00000054690	14	+	68000018	68056329
ENSG00000054793	20	-	50213053	50385173
ENSG00000054796	20	+	55904815	55919050
ENSG00000054803	20	-	54572496	54580528
ENSG00000054938	11	-	74407474	74442220
ENSG00000054965	11	-	73117028	73309228
ENSG00000054967	11	+	73087309	73108517
ENSG00000054983	14	-	88399358	88459615
ENSG00000055044	2	+	203130439	203168389
ENSG00000055070	1	+	16693578	16724637
ENSG00000055118	7	-	150642049	150675403
ENSG00000055130	7	+	148396004	148498128
ENSG00000055147	5	-	153369688	153418479
ENSG00000055163	5	+	156693138	156822603
ENSG00000055208	6	+	149642188	149732749
ENSG00000055211	6	+	149887430	149912884
ENSG00000055332	2	-	37326353	37384190
ENSG00000055483	17	-	76791735	76836752
ENSG00000055609	7	-	151832010	152133090
ENSG00000055732	1	-	85483765	85514129
ENSG00000055813	2	+	56411258	56613308
ENSG00000055917	2	-	20448452	20527144
ENSG00000055950	10	-	102741134	102747272
ENSG00000055955	3	-	52846991	52864755
ENSG00000055957	3	+	52811608	52826078
ENSG00000056050	4	-	170650616	170679104
ENSG00000056097	5	-	32354456	32444867
ENSG00000056277	X	-	129336685	129402873
ENSG00000056291	4	+	72897521	73013784
ENSG00000056487	22	-	45277042	45405581
ENSG00000056558	9	-	123664671	123691047
ENSG00000056586	9	-	125606835	125660389
ENSG00000056661	17	-	36890151	36906070
ENSG00000056736	3	+	53880607	53899827
ENSG00000056972	6	-	111877657	111927449
ENSG00000056998	X	+	2746863	2800859
ENSG00000057019	3	-	98514785	98620533
ENSG00000057149	18	-	61322431	61329197
ENSG00000057252	1	+	179262937	179327815
ENSG00000057294	12	-	32943788	33049690
ENSG00000057468	1	+	76262567	76378923
ENSG00000057593	13	+	113760121	113774995
ENSG00000057608	10	-	5807186	5855512
ENSG00000057657	6	+	106534195	106557813
ENSG00000057663	6	-	106632351	106773666
ENSG00000057704	12	-	94960900	95044338
ENSG00000057757	1	+	24104895	24114722
ENSG00000057935	2	+	42795657	42936684
ENSG00000058056	3	+	179370543	179507189
ENSG00000058063	3	+	182511288	182639423
ENSG00000058085	1	+	183155423	183214035
ENSG00000058091	7	+	90338712	90839904
ENSG00000058262	3	+	127771212	127790525
ENSG00000058272	12	-	80167348	80328978
ENSG00000058335	15	-	79252289	79383115
ENSG00000058404	7	-	44256755	44365097
ENSG00000058453	1	+	17248445	17299474
ENSG00000058600	16	+	22308730	22346424
ENSG00000058668	1	+	203595689	203713209
ENSG00000058673	1	+	203768463	203823246
ENSG00000058729	5	-	96496571	96518964
ENSG00000058799	1	-	54317407	54355453
ENSG00000058804	1	-	54231133	54304533
ENSG00000058866	3	-	185864990	186080026
ENSG00000059122	16	+	2962000	3001200
ENSG00000059145	16	-	1413206	1464692
ENSG00000059377	7	+	139528952	139720123
ENSG00000059378	7	-	139723544	139763521
ENSG00000059573	10	-	97365696	97416463
ENSG00000059588	1	-	234527059	234614849
ENSG00000059691	4	-	152591656	152682175
ENSG00000059728	2	+	70142203	70170077
ENSG00000059758	12	-	96672039	96794338
ENSG00000059769	9	+	114393632	114416631
ENSG00000059804	12	-	8071826	8088871
ENSG00000059915	10	-	104162376	104178901
ENSG00000060069	18	+	77439801	77514510
ENSG00000060138	12	-	10851812	10875911
ENSG00000060140	12	-	10771538	10826891
ENSG00000060237	12	+	862089	1020618
ENSG00000060339	10	+	70480971	70552134
ENSG00000060491	20	+	61436187	61445352
ENSG00000060558	19	+	3136191	3163767
ENSG00000060566	19	+	4153598	4173051
ENSG00000060642	1	+	27114686	27124884
ENSG00000060656	1	+	29563028	29652173
ENSG00000060688	1	-	31732417	31769617
ENSG00000060709	12	-	130880682	131002410
ENSG00000060718	1	-	103342023	103574047
ENSG00000060749	11	+	32914724	33001812
ENSG00000060762	6	-	166778407	166796486
ENSG00000060971	3	-	38164201	38178699
ENSG00000060982	12	-	24970415	25056009
ENSG00000061273	12	-	48176505	48213568
ENSG00000061337	8	-	20103676	20161474
ENSG00000061455	5	+	122424816	122529960
ENSG00000061492	5	+	137419774	137427199
ENSG00000061656	20	+	34203814	34208971
ENSG00000061676	2	-	183789605	183903586
ENSG00000061794	12	+	27863706	27909228
ENSG00000061918	4	+	156680211	156728743
ENSG00000061936	12	+	132195682	132284147
ENSG00000061938	3	-	195590235	195622432
ENSG00000061987	12	+	62860597	62989390
ENSG00000062038	16	+	68678739	68732971
ENSG00000062096	X	+	2959512	3030767
ENSG00000062194	5	+	56509948	56558912
ENSG00000062282	11	+	75479777	75512579
ENSG00000062370	19	-	44831096	44860832
ENSG00000062485	12	-	56665485	56694176
ENSG00000062524	15	-	41795840	41806004
ENSG00000062582	7	-	43906157	43909156
ENSG00000062598	20	-	44994688	45035256
ENSG00000062650	10	-	88195013	88281572
ENSG00000062716	17	+	57784826	57918453
ENSG00000062725	17	-	58520520	58603580
ENSG00000062822	19	+	50887596	50921271
ENSG00000063015	17	-	27281923	27333316
ENSG00000063046	12	+	53399942	53435993
ENSG00000063127	19	-	49792895	49828482
ENSG00000063169	19	+	48111453	48206479
ENSG00000063176	19	+	49122548	49133662
ENSG00000063177	19	-	49118585	49122793
ENSG00000063180	19	-	49141199	49149569
ENSG00000063241	19	-	55964356	55973012
ENSG00000063244	19	+	56166431	56185664
ENSG00000063245	19	+	56187991	56206807
ENSG00000063322	19	+	39881951	39891277
ENSG00000063438	5	+	304291	438406
ENSG00000063515	22	-	19136089	19137796
ENSG00000063587	X	+	152599613	152618384
ENSG00000063601	X	+	149861883	149933397
ENSG00000063660	2	+	241375088	241407493
ENSG00000063761	14	+	78266426	78400297
ENSG00000063854	16	-	1858874	1877195
ENSG00000063978	4	+	2481580	2517581
ENSG00000064012	2	+	202122759	202152434
ENSG00000064042	4	+	41362804	41702061
ENSG00000064102	12	-	27058114	27091254
ENSG00000064115	12	-	27126128	27167327
ENSG00000064195	17	-	48067369	48072588
ENSG00000064199	11	+	124543740	124567414
ENSG00000064201	11	+	2323243	2339372
ENSG00000064205	20	+	43343485	43356452
ENSG00000064218	9	+	976964	991731
ENSG00000064225	3	+	98451572	98513234
ENSG00000064270	16	+	84402133	84497784
ENSG00000064300	17	+	47572655	47592379
ENSG00000064309	11	-	125825691	125933187
ENSG00000064313	8	-	120743015	120845103
ENSG00000064393	7	-	139246316	139477517
ENSG00000064419	7	-	128595142	128694968
ENSG00000064489	19	-	19256376	19302940
ENSG00000064490	19	+	19303039	19312678
ENSG00000064545	19	-	19230424	19249302
ENSG00000064547	19	-	19734478	19739739
ENSG00000064601	20	+	44519683	44527459
ENSG00000064607	19	-	19103176	19144832
ENSG00000064651	5	+	127419458	127525380
ENSG00000064652	5	+	122181144	122344907
ENSG00000064655	20	+	45523263	45817492
ENSG00000064666	19	+	1026298	1039068
ENSG00000064687	19	+	1040102	1065568
ENSG00000064692	5	+	121647764	121799914
ENSG00000064703	1	+	112297927	112310638
ENSG00000064726	15	-	83685174	83736106
ENSG00000064763	12	+	29302133	29488549
ENSG00000064787	20	-	52560080	52687133
ENSG00000064835	3	-	87308891	87325654
ENSG00000064886	1	+	111743393	111786061
ENSG00000064932	19	-	1107636	1174282
ENSG00000064933	2	+	190649107	190742355
ENSG00000064961	19	+	3572936	3579086
ENSG00000064989	2	-	188207856	188313187
ENSG00000064995	6	-	34845555	34855866
ENSG00000064999	6	+	34857042	35059179
ENSG00000065000	19	-	2100993	2151540
ENSG00000065029	6	+	35227449	35263762
ENSG00000065054	16	+	2076869	2089027
ENSG00000065057	16	-	2089816	2097867
ENSG00000065060	6	+	34759857	34845291
ENSG00000065135	1	+	110091233	110136975
ENSG00000065150	13	+	98605929	98676551
ENSG00000065154	10	-	126085876	126107505
ENSG00000065183	1	+	118472391	118509165
ENSG00000065243	1	+	89149905	89301938
ENSG00000065268	19	+	984331	994569
ENSG00000065308	6	-	52362200	52441713
ENSG00000065320	17	+	8924859	9147317
ENSG00000065325	17	+	9728868	9795419
ENSG00000065328	10	+	13203579	13251736
ENSG00000065357	12	+	56324756	56347799
ENSG00000065361	12	+	56473645	56497289
ENSG00000065371	3	-	123687368	123710199
ENSG00000065413	2	-	197964201	198175511
ENSG00000065427	16	-	75661622	75681563
ENSG00000065457	16	-	75633900	75657198
ENSG00000065485	3	+	122785917	122880951
ENSG00000065491	6	+	37225548	37300746
ENSG00000065518	3	+	120315156	120321347
ENSG00000065526	1	+	16174359	16266955
ENSG00000065534	3	-	123331145	123603149
ENSG00000065548	2	+	187350883	187374090
ENSG00000065559	17	+	11924141	12047140
ENSG00000065600	1	-	212537824	212588243
ENSG00000065609	6	-	84262604	84419127
ENSG00000065613	10	+	105726959	105788991
ENSG00000065615	6	+	84569362	84677143
ENSG00000065618	10	-	105791044	105845760
ENSG00000065621	10	+	106028939	106059169
ENSG00000065665	10	+	12171698	12206826
ENSG00000065675	10	-	6469105	6622263
ENSG00000065717	19	-	2997636	3029165
ENSG00000065802	2	+	239335465	239360891
ENSG00000065809	10	-	14560559	14816896
ENSG00000065833	6	-	83920108	84140790
ENSG00000065882	4	+	37892708	38140794
ENSG00000065883	7	+	39989636	40136733
ENSG00000065911	2	+	74425689	74444692
ENSG00000065923	X	-	46464753	46618490
ENSG00000065970	12	+	8185299	8208099
ENSG00000065978	1	+	43148098	43168020
ENSG00000065989	19	+	10531331	10579169
ENSG00000066027	1	+	212458879	212535200
ENSG00000066032	2	+	79412357	80875904
ENSG00000066044	19	-	8023463	8070492
ENSG00000066056	1	+	43766664	43788779
ENSG00000066084	12	+	50898890	51142450
ENSG00000066117	12	+	50478755	50494495
ENSG00000066135	1	+	44115829	44171186
ENSG00000066136	1	+	41157388	41236811
ENSG00000066185	1	-	42896000	42921938
ENSG00000066230	5	-	473425	524447
ENSG00000066248	2	-	233743396	233877982
ENSG00000066279	1	-	197053258	197115824
ENSG00000066294	1	-	160518035	160549294
ENSG00000066322	1	-	43829068	43833689
ENSG00000066336	11	-	47376464	47399942
ENSG00000066379	6	+	30029031	30032686
ENSG00000066382	11	-	30431618	30602043
ENSG00000066405	3	+	137728842	137752491
ENSG00000066422	3	-	101367733	101396339
ENSG00000066427	14	-	92527095	92572954
ENSG00000066455	14	+	93260576	93306308
ENSG00000066468	10	-	123239371	123357917
ENSG00000066557	1	-	70610488	70671303
ENSG00000066583	5	+	128430444	128449721
ENSG00000066629	14	+	100259680	100407874
ENSG00000066651	6	+	126307576	126360418
ENSG00000066654	16	-	20744986	20753406
ENSG00000066697	9	+	103189438	103213511
ENSG00000066735	14	+	104605060	104646127
ENSG00000066739	14	-	96747595	96830207
ENSG00000066777	8	-	68109884	68255912
ENSG00000066813	16	-	20547548	20587689
ENSG00000066827	8	-	135490035	135725281
ENSG00000066855	8	+	66556974	66622791
ENSG00000066923	7	+	99775186	99812003
ENSG00000066926	18	-	55216742	55253886
ENSG00000066933	15	-	72114632	72410422
ENSG00000067048	Y	+	15016742	15032390
ENSG00000067057	10	+	3109712	3178985
ENSG00000067064	10	-	1085848	1095110
ENSG00000067066	2	+	231280981	231407898
ENSG00000067082	10	-	3818188	3827467
ENSG00000067113	5	-	54720682	54830797
ENSG00000067141	15	+	73344051	73597546
ENSG00000067167	8	-	71485677	71520604
ENSG00000067177	X	-	71798664	71933888
ENSG00000067182	12	-	6437923	6451280
ENSG00000067191	17	-	37329709	37353956
ENSG00000067208	1	-	92974253	93257961
ENSG00000067221	15	-	74275547	74284689
ENSG00000067225	15	-	72491370	72523684
ENSG00000067248	5	-	54552073	54603550
ENSG00000067334	1	-	94333373	94344762
ENSG00000067365	16	+	8715545	8740079
ENSG00000067369	15	-	43699412	43785369
ENSG00000067445	X	+	54947244	54957864
ENSG00000067533	1	+	218458629	218511325
ENSG00000067560	3	-	49396578	49449635
ENSG00000067596	17	+	41561334	41603038
ENSG00000067606	1	+	1981909	2116834
ENSG00000067646	Y	+	2803518	2850546
ENSG00000067704	1	+	220267455	220321376
ENSG00000067715	12	+	79258449	79845786
ENSG00000067798	12	+	78225069	78604418
ENSG00000067829	X	-	153051221	153059978
ENSG00000067836	16	-	4846969	4852951
ENSG00000067840	X	-	153067621	153095945
ENSG00000067842	X	+	152801580	152848387
ENSG00000067900	18	-	18526867	18691812
ENSG00000067955	16	+	67063148	67134925
ENSG00000067992	X	+	24483573	24557954
ENSG00000068001	3	-	50355221	50360213
ENSG00000068024	2	-	239969864	240322643
ENSG00000068028	3	-	50367219	50378272
ENSG00000068078	4	+	1795039	1810599
ENSG00000068079	17	+	41158757	41166473
ENSG00000068097	17	-	58120555	58156292
ENSG00000068120	17	+	40714169	40718055
ENSG00000068137	17	-	40819932	40828969
ENSG00000068305	15	+	100105905	100256671
ENSG00000068308	X	-	48779488	48814893
ENSG00000068323	X	-	48886242	48901012
ENSG00000068354	X	+	48397845	48420997
ENSG00000068366	X	-	108884566	108976621
ENSG00000068383	10	+	134351324	134596979
ENSG00000068394	X	-	48970334	48980151
ENSG00000068400	X	-	48830134	48858675
ENSG00000068438	X	+	48334549	48344693
ENSG00000068489	17	+	57232860	57279929
ENSG00000068615	2	-	86441122	86565206
ENSG00000068650	13	+	113344643	113541482
ENSG00000068654	2	-	86247339	86333278
ENSG00000068697	2	-	20232411	20251789
ENSG00000068724	2	+	47168313	47303274
ENSG00000068745	3	-	48725436	48754683
ENSG00000068781	2	+	48796159	48906742
ENSG00000068784	2	-	45615819	45838420
ENSG00000068793	15	+	22892663	23006016
ENSG00000068796	5	+	61602279	61681455
ENSG00000068831	11	-	64494383	64512928
ENSG00000068878	2	-	54091204	54197977
ENSG00000068885	3	-	159974774	160117320
ENSG00000068903	19	-	39369197	39390463
ENSG00000068912	2	+	54014217	54045956
ENSG00000068971	11	+	64692143	64701945
ENSG00000068976	11	-	64513861	64527769
ENSG00000068985	X	-	49452053	49460596
ENSG00000069011	5	-	134363425	134369988
ENSG00000069018	5	-	135549008	135701225
ENSG00000069020	5	+	65892189	66465423
ENSG00000069122	6	-	46820249	46889714
ENSG00000069188	17	-	71330523	71640228
ENSG00000069206	8	+	24298539	24367078
ENSG00000069248	1	-	229577045	229644088
ENSG00000069275	1	-	205681947	205719404
ENSG00000069329	16	-	46690054	46723104
ENSG00000069345	16	-	46989299	47007699
ENSG00000069399	19	+	45251804	45263301
ENSG00000069424	1	+	6105981	6161239
ENSG00000069431	12	-	21950335	22089608
ENSG00000069482	11	+	68451943	68458643
ENSG00000069493	12	+	9822309	9847725
ENSG00000069509	X	-	44382885	44402247
ENSG00000069535	X	-	43625858	43741693
ENSG00000069667	15	-	60789463	60919662
ENSG00000069696	11	+	637293	640706
ENSG00000069702	1	-	92145902	92351787
ENSG00000069712	1	+	92632609	92650280
ENSG00000069764	16	-	14766405	14788526
ENSG00000069812	1	-	6475292	6479979
ENSG00000069849	3	+	141595456	141645326
ENSG00000069869	15	-	56119120	56209329
ENSG00000069943	15	+	55611158	55647846
ENSG00000069956	15	+	52311398	52358462
ENSG00000069966	15	-	52413117	52483566
ENSG00000069974	15	-	55495164	55562592
ENSG00000069998	22	-	17618410	17640167
ENSG00000070010	22	-	19437433	19466738
ENSG00000070018	12	-	12268959	12419746
ENSG00000070019	12	-	14765576	14849519
ENSG00000070031	11	-	626431	627143
ENSG00000070047	11	+	576521	611964
ENSG00000070061	9	-	111629797	111696396
ENSG00000070081	11	+	17298312	17353758
ENSG00000070087	3	-	149682691	149688896
ENSG00000070159	9	-	112137980	112260586
ENSG00000070182	14	-	65213002	65289866
ENSG00000070190	4	+	100738003	100789871
ENSG00000070193	5	-	44303646	44388899
ENSG00000070214	9	+	108006903	108159627
ENSG00000070269	14	+	57046511	57116233
ENSG00000070366	17	-	1963137	2207065
ENSG00000070367	14	-	57670518	57735726
ENSG00000070371	22	-	19166986	19279237
ENSG00000070388	19	+	639895	643703
ENSG00000070404	19	+	676392	683385
ENSG00000070413	22	-	19023799	19109967
ENSG00000070423	19	-	647526	663277
ENSG00000070444	17	-	2287354	2304412
ENSG00000070476	3	-	126156444	126194762
ENSG00000070495	17	-	74708919	74722761
ENSG00000070501	8	+	42195973	42229326
ENSG00000070526	17	-	74620845	74639920
ENSG00000070540	17	-	66417423	66453562
ENSG00000070601	9	+	37668002	37746901
ENSG00000070610	9	-	35736863	35749225
ENSG00000070614	5	+	149887674	149937773
ENSG00000070669	7	-	97481430	97501854
ENSG00000070718	8	+	42010464	42028700
ENSG00000070729	16	-	57917706	58005016
ENSG00000070731	17	-	74561461	74582210
ENSG00000070748	10	+	50822083	50873150
ENSG00000070756	8	-	101715144	101734940
ENSG00000070759	1	-	45809555	45956838
ENSG00000070761	16	-	58147496	58163354
ENSG00000070770	16	-	58191811	58231824
ENSG00000070778	14	-	88932125	89021077
ENSG00000070785	1	-	45316450	45452282
ENSG00000070808	5	-	149602254	149669192
